POINTNUM,TIME,POSIT,FORCE,EXT_RAD,EXT_LAT
1,2.4,-0.002075,12.55570412,0.02742679,0.06333676
2,2.499,-0.003475,18.79228783,0.062939361,0.085937068
3,2.599,-0.004725,25.38655472,0.094497457,0.081478052
4,2.698,-0.005675,30.58676147,0.119682796,0.069068313
5,2.899,-0.0071,37.81385803,0.158061206,0.065881811
6,3.298,-0.008975,44.0412674,0.210593536,0.08052624
7,3.399,-0.009775,49.30567932,0.226540282,0.084343821
8,3.6,-0.01055,55.42302322,0.239012972,0.09166345
9,3.798,-0.0113,61.74214935,0.251949906,0.082114309
10,3.999,-0.0121,67.94204712,0.265142977,0.075430952
11,4.198,-0.012875,73.76591492,0.278255731,0.068111323
12,4.5,-0.014025,81.27732086,0.298573732,0.07924854
13,4.599,-0.0148,87.40385437,0.312263399,0.07320144
14,4.798,-0.015575,93.52120209,0.325584769,0.068111323
15,4.999,-0.016349999,99.6385498,0.339081973,0.071613356
16,5.198,-0.017124999,105.5541382,0.352258861,0.077024199
17,5.4,-0.017899999,111.2587738,0.365355939,0.083071299
18,5.599,-0.018674999,117.2110443,0.378276706,0.087209597
19,5.798,-0.01945,123.4201126,0.391261667,0.082114309
20,5.899,-0.020199999,129.5741425,0.404262781,0.072249629
21,6.099,-0.021,135.7373657,0.416367203,0.069068313
22,6.298,-0.021749999,141.2126923,0.430072486,0.069383852
23,6.499,-0.022524999,147.0457458,0.442817479,0.083707564
24,6.698,-0.0233,153.0622101,0.456714749,0.08561635
25,6.899,-0.024075,159.0603333,0.469043493,0.088161409
26,7.099,-0.025250001,167.7915497,0.488384992,0.077024199
27,7.399,-0.0264,176.5502777,0.50610894,0.06970457
28,7.599,-0.027175,182.2274017,0.519093871,0.072565168
29,7.798,-0.02795,188.1062927,0.531790853,0.08179877
30,7.999,-0.028725,193.9576721,0.544935942,0.083707564
31,8.198,-0.0295,199.7173462,0.557392478,0.088482127
32,8.4,-0.03025,205.4953613,0.569880843,0.082435027
33,8.599,-0.031424999,214.0706329,0.590791404,0.083707564
34,8.798,-0.032200001,220.0229034,0.602831662,0.088161409
35,9,-0.032974999,226.0026855,0.61600858,0.074158423
36,9.198,-0.033750001,231.4963989,0.628593445,0.072565168
37,9.399,-0.034499999,236.5865326,0.639769316,0.069068313
38,9.6,-0.035275001,242.5571594,0.652994215,0.077660456
39,9.798,-0.036049999,248.3718414,0.666411579,0.086252622
40,9.9,-0.036850002,254.2874146,0.678483665,0.08657334
41,10.099,-0.037599999,259.8361511,0.690300167,0.08688888
42,10.298,-0.038375001,265.329834,0.70062691,0.077024199
43,10.5,-0.03915,270.9060669,0.712315023,0.071292654
44,10.698,-0.039925002,276.3997803,0.723522782,0.062700488
45,10.899,-0.0407,281.9668579,0.735227108,0.082750581
46,11.1,-0.041850001,290.3587036,0.752983391,0.074158423
47,11.298,-0.042624999,295.8157349,0.763678372,0.067475058
48,11.499,-0.043400001,301.1443176,0.776038945,0.077339739
49,11.698,-0.044174999,306.4913025,0.787550807,0.081478052
50,11.899,-0.044950001,311.6456299,0.798214495,0.084980093
51,12.099,-0.045724999,317.1576538,0.816483021,0.088482127
52,12.298,-0.046500001,322.6880493,0.83455956,0.077024199
53,12.399,-0.047274999,328.0533447,0.84517473,0.071928911
54,12.6,-0.048050001,333.5837402,0.855614126,0.069068313
55,12.798,-0.048824999,338.6738892,0.865348756,0.07447914
56,12.999,-0.049600001,343.7823792,0.879774451,0.086252622
57,13.198,-0.050375,349.2393799,0.890678108,0.08688888
58,13.399,-0.051125001,354.6505432,0.899628222,0.082114309
59,13.599,-0.051899999,360.3184509,0.909779131,0.07447914
60,13.798,-0.052675001,365.9222412,0.921547651,0.071292654
61,13.899,-0.05345,371.4067383,0.941961646,0.078296728
62,14.099,-0.054225001,376.6803589,0.963031828,0.081162497
63,14.298,-0.055,381.8988647,0.973038793,0.088797681
64,14.499,-0.055775002,387.0623779,0.981892943,0.087525152
65,14.698,-0.05655,392.3634949,0.990923405,0.082114309
66,14.899,-0.057300001,397.7012634,1.006582141,0.07924854
67,15.099,-0.0581,403.1491394,1.01790154,0.074158423
68,15.198,-0.058874998,408.35849,1.029526114,0.075430952
69,15.399,-0.05965,413.7604675,1.040477157,0.082435027
70,15.698,-0.060800001,421.0792847,1.0536865,0.074794687
71,15.9,-0.061574999,426.0410461,1.065118432,0.078932993
72,16.198,-0.062725,433.3231506,1.107515574,0.075430952
73,16.399,-0.063900001,440.7337036,1.123510838,0.093572237
74,16.698,-0.065049998,447.9057617,1.14168334,0.091984168
75,16.999,-0.066200003,454.8118591,1.162225127,0.081162497
76,17.298,-0.067374997,461.8096619,1.181742907,0.09166345
77,17.599,-0.068525001,468.6332092,1.197033525,0.09643802
78,17.798,-0.069700003,475.0440674,1.209554195,0.083707564
79,18.099,-0.07085,481.1980896,1.242280722,0.086252622
80,18.399,-0.071999997,487.746521,1.25930047,0.103121378
81,18.698,-0.073174998,494.0473022,1.273646355,0.103442103
82,18.999,-0.074699998,502.1273193,1.304227471,0.117760643
83,19.298,-0.075874999,508.3639221,1.330693364,0.11012546
84,19.599,-0.077024996,514.6921997,1.35089922,0.100255609
85,19.899,-0.078199998,520.5802612,1.370016456,0.120626412
86,20.198,-0.079349987,526.5325317,1.391599417,0.129859999
87,20.4,-0.080499999,532.5397949,1.409435511,0.130175546
88,20.698,-0.081675,538.1619263,1.438655615,0.143226728
89,20.999,-0.082824998,543.3254395,1.461663723,0.172825947
90,21.298,-0.083974987,548.6082153,1.480124235,0.166458145
91,21.6,-0.085524999,555.0373535,1.514083862,0.20019567
92,21.999,-0.087075002,560.8979492,1.543031812,0.224389225
93,22.399,-0.088624999,566.6209106,1.579777002,0.274038553
94,22.798,-0.090175003,572.2155151,1.613304257,0.308412343
95,23.1,-0.091724999,577.3239746,1.639178038,0.327510595
96,23.599,-0.093649998,583.0561523,1.682631969,0.408036858
97,24.099,-0.095974997,589.5678101,1.748901725,0.431268275
98,24.6,-0.097900003,595.0065308,1.786943913,0.4844248
99,25.099,-0.099824987,600.5461426,1.829997659,0.528026998
100,25.599,-0.101749986,605.847229,1.87985611,0.559855759
101,25.999,-0.103675,611.0289917,1.918106437,0.607596278
102,26.499,-0.105625004,616.1283569,1.957893848,0.642927051
103,26.899,-0.107550003,621.1450806,2.011002541,0.71899426
104,27.499,-0.109874994,626.4554443,2.055208921,0.870182037
105,28.099,-0.112199999,631.5639038,2.112080097,1.022637248
106,28.599,-0.114499994,636.791626,2.176716566,1.160132408
107,29.298,-0.117224999,642.4136963,2.2420578,1.317046523
108,29.798,-0.119525,647.4029541,2.295742512,1.445634007
109,30.399,-0.121849999,652.7224731,2.343951941,1.564987898
110,30.999,-0.12455,658.2894287,2.403112888,1.726040363
111,31.5,-0.126499996,661.4536133,2.464034796,1.896636844
112,32.1,-0.129199997,664.526062,2.530688763,2.248341084
113,32.698,-0.131499991,668.3505859,2.58988142,2.477184057
114,33.298,-0.133849993,672.0741577,2.64702487,2.647780418
115,33.9,-0.136549994,676.7149048,2.704280376,2.869303942
116,34.399,-0.138475001,679.2370605,2.7614398,3.048818588
117,34.698,-0.14002499,640.6069336,2.890056372,5.868793964
118,35.198,-0.141949996,645.6237183,2.922030449,5.986549377
119,35.599,-0.1435,651.5393066,2.963771343,6.000236988
120,36,-0.145424992,658.4729004,2.99476862,5.992601395
121,36.499,-0.147349998,664.5994263,3.045395374,5.990377426
122,36.999,-0.149299994,670.0014038,3.084254265,6.005326748
123,37.5,-0.151600003,675.4492798,3.138964176,6.085858345
124,38.198,-0.154324993,681.034668,3.200062037,6.145056725
125,38.899,-0.157399997,686.2623901,3.291244984,6.258684158
126,39.698,-0.16049999,690.4445801,3.351798773,6.499937057
127,40.298,-0.163224995,693.3610229,3.422615528,6.735789299
128,40.999,-0.165924996,696.8187256,3.490390301,6.942352772
129,41.599,-0.168624997,701.2302246,3.560198307,7.086852074
130,42.298,-0.171324998,705.7609253,3.628133059,7.242814541
131,42.999,-0.174424991,710.7134399,3.682410479,7.341482162
132,43.399,-0.175974995,712.9329224,3.74032259,7.447143078
133,44.1,-0.179049999,718.078125,3.798314571,7.589738846
134,44.599,-0.18097499,721.288147,3.864039898,7.640660763
135,45.399,-0.18447499,726.6442871,3.918765545,7.793116093
136,45.798,-0.186024994,728.5794067,3.987132788,7.895921707
137,46.499,-0.189099997,733.0275879,4.051496983,8.033738136
138,47.1,-0.191424996,736.1000366,4.114404678,8.177916527
139,47.798,-0.194524989,739.9153442,4.179713249,8.338968277
140,48.298,-0.196449995,742.7126465,4.235303879,8.422355652
141,49.099,-0.199924991,747.9769897,4.323572636,8.577687263
142,49.798,-0.202624992,751.132019,4.380956173,8.74127388
143,50.298,-0.20494999,752.2416992,4.445464611,8.997817993
144,50.798,-0.206874996,753.6449585,4.501887798,9.183048248
145,51.499,-0.209574997,756.5431519,4.571839809,9.330734253
146,52.099,-0.212299988,759.8081665,4.630520344,9.478420258
147,52.798,-0.214999989,763.1832886,4.700808525,9.593640327
148,53.4,-0.21769999,764.5498657,4.76152277,9.826295853
149,54.099,-0.220399991,766.6133423,4.818585873,10.02332115
150,54.399,-0.221949995,767.7781982,4.876065254,10.10416222
151,54.999,-0.224274993,769.6950073,4.931143284,10.23051548
152,55.599,-0.226599991,771.2999878,4.987822533,10.41575623
153,56.1,-0.22892499,773.4277344,5.045094013,10.5510273
154,56.698,-0.231224999,775.1428833,5.104815006,10.70507526
155,57.099,-0.233174995,775.7664795,5.161286354,10.8533926
156,57.798,-0.235874996,777.9584351,5.218989849,11.03576756
157,58.298,-0.238199994,778.3529053,5.290271282,11.20954514
158,58.999,-0.240899995,780.0494995,5.351529121,11.40274239
159,59.599,-0.243599996,781.1501465,5.42152977,11.58384418
160,60.198,-0.245949998,782.1681519,5.485029221,11.79773235
161,60.9,-0.248999998,784.250061,5.54271698,11.91899586
162,61.399,-0.250949979,785.6991577,5.604215622,12.03421593
163,62.1,-0.25364998,787.2766724,5.659981728,12.19654083
164,62.4,-0.255199999,787.1574707,5.71693325,12.36395645
165,63.099,-0.2579,788.2304688,5.777647018,12.57243347
166,63.599,-0.260224998,789.4044189,5.825119972,12.7022934
167,63.999,-0.261774987,789.0192261,5.885145187,12.87925816
168,64.698,-0.264474988,787.9828491,5.950998783,13.18130302
169,65.298,-0.267199993,787.8911133,6.018629074,13.42924881
170,65.899,-0.269499987,786.5979614,6.074427605,13.736063
171,66.399,-0.271824986,786.3136597,6.139656544,13.90889931
172,66.899,-0.273750007,777.1422119,6.193133354,14.52636528
173,66.999,-0.27412498,765.8980713,6.223650455,15.14637661
174,67.599,-0.276849985,765.8613281,6.283067226,15.36312008
175,68.298,-0.279549986,768.0349121,6.350746155,15.51526546
176,68.9,-0.282249987,769.7683716,6.415190697,15.66358185
177,69.5,-0.284574986,754.5253906,6.486759663,16.60473633
178,69.599,-0.284949988,747.5368042,6.5119133,16.97203064
179,70.1,-0.287274987,735.8798828,6.567135334,17.62228394
180,70.198,-0.287674993,688.0233154,6.612366676,19.74872017
181,70.318,-0.288049996,548.2963867,6.735219002,25.40331078
182,70.418,-0.288249999,302.7401428,7.000313759,33.98575974
183,70.517,-0.288249999,181.0534515,7.17933321,37.42257309
184,70.617,-0.288275003,189.7479706,7.180662155,37.16507721
185,71.117,-0.286774993,183.2087402,7.158246517,37.16602707
186,71.218,-0.285699993,178.246994,7.145069599,37.14948273
187,71.517,-0.284299999,171.9278717,7.130227566,37.14024734
188,71.918,-0.282674998,165.7096252,7.109813213,37.10365295
189,72.318,-0.281149983,160.7662201,7.09564352,37.08073807
190,72.818,-0.278799981,159.1703796,7.040501595,37.05495453
191,73.418,-0.276499987,158.2257233,6.984351158,37.05144882
192,73.918,-0.274174988,157.5562134,6.9263587,37.04827118
193,74.517,-0.271874994,156.8591766,6.867726326,37.05526733
194,75.117,-0.269149989,155.639389,6.799375534,37.04954529
195,75.818,-0.266424984,152.3835144,6.732241154,37.03680801
196,76.418,-0.263724983,146.6146851,6.678475857,37.02312088
197,77.117,-0.261024982,141.0659637,6.621620655,36.9811058
198,77.718,-0.258300006,135.6364594,6.571010113,36.93941498
199,78.418,-0.255600005,130.2344971,6.510664463,36.91714096
200,79.118,-0.252499998,124.2272034,6.445003033,36.84934235
201,79.617,-0.250575006,123.1999893,6.383456707,36.77136612
202,80.117,-0.248649999,118.2657471,6.361025333,36.69816208
203,80.818,-0.245524988,113.4507446,6.293250561,36.59440231
204,81.517,-0.242849991,112.2034378,6.231880188,36.38241959
205,82.118,-0.240125,113.4966049,6.157781124,36.11315918
206,82.718,-0.237799987,114.9273453,6.102318764,35.88940048
207,83.318,-0.235100001,115.6152039,6.039635658,35.58003235
208,83.918,-0.232774988,116.5690384,5.98124361,35.30599213
209,84.517,-0.230049998,117.6237488,5.915614128,35.00298691
210,85.118,-0.227749988,118.3482971,5.858038425,34.75186539
211,85.718,-0.225400001,119.2379379,5.800222397,34.49056244
212,86.218,-0.223099992,119.1462173,5.738307953,34.25757599
213,86.818,-0.220774993,120.4393768,5.68254137,33.96125031
214,87.318,-0.218449995,120.7328796,5.619570255,33.72031784
215,88.017,-0.215749994,121.3290176,5.552708149,33.38135147
216,88.617,-0.213049993,122.7047272,5.487431049,33.04555893
217,89.318,-0.210324988,122.9156723,5.422858715,32.71327209
218,89.818,-0.208024994,123.6952438,5.356044292,32.41759109
219,90.418,-0.205699995,123.906189,5.300518036,32.14133072
220,91.017,-0.20297499,124.3280792,5.241565704,31.77912331
221,91.617,-0.200674996,124.9150543,5.179650784,31.44906235
222,92.218,-0.198349997,124.8049927,5.113845348,31.21035576
223,92.718,-0.196049988,124.6123962,5.05835104,30.89842987
224,93.318,-0.19372499,125.2635727,5.002985001,30.62503242
225,93.818,-0.191399992,125.6212616,4.94078207,30.29115486
226,94.517,-0.188675001,125.3369446,4.867003441,29.9610939
227,95.018,-0.186374992,125.4378281,4.811861515,29.69755554
228,95.618,-0.184049994,125.0434494,4.755678654,29.40473938
229,96.218,-0.181349993,123.814476,4.690113544,29.09282684
230,96.818,-0.179024994,123.3467255,4.634875298,28.81592178
231,97.418,-0.176699996,124.1629944,4.569374084,28.47344589
232,98.018,-0.173999995,125.1168213,4.499437809,28.01640129
233,98.718,-0.170900002,124.4564743,4.432415485,27.64018822
234,99.318,-0.168599993,123.8053131,4.374279499,27.31139946
235,99.918,-0.166274995,123.0899429,4.312044621,27.01795197
236,100.419,-0.163949996,122.0902405,4.253924847,26.6974411
237,101.017,-0.161624998,122.0352173,4.195660591,26.35783005
238,101.517,-0.159324989,122.1636124,4.135955334,26.02459335
239,102.117,-0.15699999,120.8154144,4.074905396,25.72382164
240,102.718,-0.154674992,120.5127487,4.013839245,25.40521431
241,103.218,-0.152349994,119.760704,3.958553076,25.09202576
242,103.818,-0.150024995,117.366951,3.89881587,24.82307816
243,104.318,-0.147725001,116.9267273,3.835620403,24.467556
244,104.919,-0.145374998,116.2113495,3.779901981,24.15564156
245,105.418,-0.143074989,114.7530975,3.71933198,23.80298615
246,106.017,-0.140749991,113.9184952,3.661820412,23.51271439
247,106.617,-0.138424993,112.7170334,3.604804993,23.12537003
248,107.017,-0.136500001,112.6711731,3.549182892,22.84560013
249,107.617,-0.134175003,111.3413162,3.491543055,22.48052788
250,108.219,-0.131475002,108.3239059,3.424136639,22.13105965
251,108.818,-0.129150003,107.0032272,3.363358736,21.76312256
252,109.318,-0.126849994,104.2426224,3.306359291,21.44038582
253,110.017,-0.124150001,101.4453278,3.240442038,21.05367279
254,110.718,-0.121425003,98.30870056,3.171386242,20.69433212
255,111.318,-0.118724987,96.69451904,3.108671188,20.27770996
256,111.918,-0.116400003,95.73152161,3.048998117,19.92600441
257,112.517,-0.113699988,92.75997162,2.984665632,19.53069305
258,113.117,-0.111400001,89.64167786,2.922094584,19.19682503
259,113.718,-0.108675003,86.42250824,2.855056286,18.83016014
260,114.418,-0.105974987,82.7906189,2.784687757,18.43676376
261,115.017,-0.103275001,77.97560883,2.72224474,18.12580109
262,115.719,-0.100575,72.78457642,2.654982567,17.9173336
263,116.319,-0.097849987,71.25293732,2.591898918,17.81420708
264,116.919,-0.095550001,69.92308044,2.534291029,17.82056999
265,117.418,-0.093224987,69.15267181,2.471479893,17.79383659
266,118.017,-0.090899996,68.4464798,2.408524513,17.80084038
267,118.517,-0.088599987,67.48347473,2.346337557,17.78969765
268,119.117,-0.086274996,66.65804291,2.282405615,17.80243301
269,119.718,-0.083949998,66.03438568,2.221611738,17.796381
270,120.219,-0.081649996,65.06221008,2.157711506,17.78874588
271,120.819,-0.079324998,64.17258453,2.097862244,17.80752373
272,121.318,-0.077,63.12703705,2.036315918,17.78810501
273,121.918,-0.074699998,62.18237686,1.980197072,17.80784416
274,122.418,-0.072375,61.19187164,1.920732021,17.7951088
275,123.017,-0.070050001,59.93537521,1.862564087,17.7976532
276,123.617,-0.06735,58.9540329,1.795862198,17.80147171
277,124.218,-0.065025002,57.61500549,1.735916734,17.79574966
278,124.818,-0.062725,56.47774887,1.67854917,17.79383659
279,125.319,-0.060375001,55.23960114,1.61757946,17.80179214
280,125.919,-0.058049999,53.92808533,1.556753278,17.78588104
281,126.418,-0.055775002,52.5065155,1.49629581,17.80625153
282,127.017,-0.05345,51.19499588,1.43434906,17.79192162
283,127.617,-0.051150002,49.95685196,1.377301574,17.80338478
284,128.117,-0.048799999,48.37019348,1.314890623,17.79956818
285,128.718,-0.046475001,47.09536362,1.25457716,17.78842545
286,129.218,-0.044174999,45.75632477,1.193542719,17.80688286
287,129.819,-0.041850001,44.46315765,1.131164193,17.7842865
288,130.318,-0.039549999,43.06909561,1.072339416,17.80019951
289,130.918,-0.037225001,41.68421173,1.015547991,17.79064941
290,131.517,-0.034525,34.67722321,0.961622894,17.796381
291,131.818,-0.033349998,29.39447212,0.94273001,17.80465889
292,132.117,-0.032200001,23.8182354,0.922812045,17.79606056
293,132.418,-0.03105,18.30619812,0.905055761,17.78333473
294,132.617,-0.030275,14.3349638,0.891366661,17.7951088
295,132.617,-0.030275,14.3349638,0.891366661,17.7951088
